	query_id	query_text
641	trip_59748	postpartum contraception
642	trip_60324	carpal tunnel syndrome surgery
643	trip_60729	antenatal education
644	trip_60907	probiotics children
645	trip_61087	fever unknown origin
646	trip_61655	bulimia nervosa treatment
647	trip_62282	paracetamol toxicity
648	trip_63009	mesenteric adenitis
649	trip_64205	animal assisted therapy dementia
650	trip_64468	restless leg syndrome treatment
651	trip_64542	thyroid pregnancy
652	trip_64590	psa testing
653	trip_64636	compassion fatigue
654	trip_64742	music therapy and dementia
655	trip_64947	statin intolerance
656	trip_65051	family witnessed resuscitation
657	trip_65093	fast track surgery
658	trip_65180	peripheral artery disease
659	trip_65255	hypothyroidism review
660	trip_65637	osteoarthritis and glucosamine
661	trip_65708	incontinence associated dermatitis
662	trip_66009	bedside report
663	trip_66245	spinal manipulation
664	trip_66650	Ankylosing spondylitis
665	trip_66951	surviving sepsis campaign
666	trip_67205	congenital syphilis
667	trip_68768	early onset neonatal sepsis
668	trip_68916	deodorant breast cancer
669	trip_69076	pompe disease
670	trip_69341	family presence during cardiopulmonary resuscitation
671	trip_69387	hashimoto thyroiditis
672	trip_69555	low back pain guideline
673	trip_69729	high intensity interval training
674	trip_69822	hippotherapy cerebral palsy
675	trip_70825	emotional intelligence
676	trip_71351	hydrocolloid dressing
677	trip_71570	tuberous sclerosis complex
678	trip_71700	nursing handoff
679	trip_71720	ulnar translocation ulnocarpal translocation ulnar translation
680	trip_71824	g6pd deficiency
681	trip_72484	agomelatine depression
682	trip_72768	ischemic stroke treatment
683	trip_72898	asymptomatic hyperuricemia
684	trip_73110	amitriptyline migraine
685	trip_73133	chronic lymphocytic leukemia
686	trip_73572	fluoride water
687	trip_73921	ivabradine heart failure
688	trip_74267	stroke thrombolysis
689	trip_74374	curcumin osteoarthritis
690	trip_74518	postpartum care
691	trip_74635	heart failure carvedilol metoprolol mortality
692	trip_74993	pneumonia children treatment
693	trip_75450	catheter associated urinary tract infections
694	trip_75466	decubitus prevention
695	trip_75891	Helicobacter pylori
696	trip_76480	ankylosing spondylitis treatment
697	trip_76770	subtrochanteric fracture
698	trip_77510	diabetic ketoacidosis treatment guidelines
699	trip_77551	intermittent fasting weight loss
700	trip_77745	umbilical catheter
701	trip_77905	spinal cord compression
702	trip_78775	twin pregnancy
703	trip_78880	ehr implementation
704	trip_79007	body dysmorphic disorder
705	trip_79390	urinary incontinence women
706	trip_79477	social anxiety disorder treatment
707	trip_79751	idiopathic thrombocytopenic purpura
708	trip_80478	mood disorder questionnaire
709	trip_80508	irreversible electroporation
710	trip_80628	peripartum cardiomyopathy
711	trip_81161	impetigo treatment
712	trip_82492	rotator cuff injury
713	trip_82512	endothelial progenitor cells and cardiovascular disease
714	trip_82840	hormonal contraception
715	trip_83020	asthma education
716	trip_83192	baby led weaning
717	trip_84488	chronic pain opioid
718	trip_84693	echinacea and common cold
719	trip_84703	gestational diabetes management
720	trip_84891	prader willi
721	trip_85811	hirschsprung disease
722	trip_85867	leptospirosis review
723	trip_86447	primary care smoking cessation
724	trip_86723	dental implant failure
725	trip_86747	myelodysplastic syndrome
726	trip_87194	umbilical cord blood banking
727	trip_87505	tuberculosis pulmonary
728	trip_87746	nocturnal enuresis children
729	trip_87830	latex allergy
730	trip_87934	treatment osteoporosis
731	trip_87970	oral care
732	trip_88625	misoprostol hysteroscopy
733	trip_89132	obesity microbiota
734	trip_89645	asthma guidelines
735	trip_89811	umbilical hernia
736	trip_90244	blood cultures
737	trip_90335	cystic fibrosis nutrition
738	trip_90339	adolescent suicide
739	trip_91392	beers criteria
740	trip_91659	white coat hypertension
741	trip_92441	cleft lip and palate
742	trip_92490	oral care ventilator associated pneumonia
743	trip_94141	magnesium sulphate asthma
744	trip_94256	zinc deficiency
745	trip_94317	ipratropium asthma
746	trip_94406	skin to skin
747	trip_95227	breast cancer prevention
748	trip_95493	dysphagia and stroke
749	trip_95680	tranexamic acid and trauma
750	trip_95696	post traumatic stress
751	trip_96000	spinal stenosis treatment
752	trip_96061	epilepsy surgery
753	trip_96140	tobacco cessation
754	trip_96754	depression postpartum
755	trip_97169	oil pulling
756	trip_97496	acupuncture low back pain
757	trip_97810	guillain barre syndrome review
758	trip_98377	tetralogy of fallot
759	trip_98529	epilepsy elderly
760	trip_98830	common cold children
761	trip_99065	Pelvic inflammatory disease
762	trip_99596	spa therapy
763	trip_101134	dengue fever
764	trip_101137	tongue tie
765	trip_101283	pregnancy exercise
766	trip_101405	lung cancer treatment
767	trip_101781	complicated grief
768	trip_102399	infection prevention
769	trip_102960	acute gastroenteritis children
770	trip_104417	breastfeeding initiation
771	trip_104827	preoperative fasting aspiration
772	trip_105106	kangaroo mother care preterm
773	trip_105495	Gestational Diabetes
774	trip_106061	pediatric triage
775	trip_106951	melatonin children
776	trip_106953	concussion management
777	trip_107040	acupuncture smoking cessation
778	trip_108192	sunitinib renal cell carcinoma
779	trip_108404	parkinson's disease occupational therapy
780	trip_108822	accidental falls prevention
781	trip_109292	cancer immunotherapy
782	trip_109535	hypertensive urgency
783	trip_109656	alcoholic cirrhosis
784	trip_110278	COPD exacerbation antibiotics
785	trip_111389	aspirin and primary prevention
786	trip_111700	jet lag
787	trip_112610	pulmonary tuberculosis guideline children
788	trip_113248	chronic fatigue syndrome treatment
789	trip_114072	kidney transplantation
790	trip_114141	aromatherapy cancer
791	trip_114239	headache guidelines
792	trip_115209	ginkgo biloba memory
793	trip_115398	folic acid and neural tube defects
794	trip_116082	pcos metformin
795	trip_116460	hair loss
796	trip_117552	COPD depression
797	trip_117599	e cigarettes
798	trip_117925	essential hypertension
799	trip_118678	stroke mirror therapy
800	trip_118714	epidural analgesia labour
801	trip_119168	catheter venous peripheral
802	trip_119214	strength training elderly
803	trip_119293	prostate cancer screening guidelines
804	trip_120723	nuchal cord
805	trip_120930	forensic medicine
806	trip_121843	vaccines autism
807	trip_122892	acupuncture back pain
808	trip_124627	operating room efficiency
809	trip_124955	emotional freedom technique
810	trip_125890	pain palliative care
811	trip_125891	dialectical behavior therapy borderline personality
812	trip_126682	neuroleptic malignant syndrome
813	trip_132548	surgical safety checklist
814	trip_132569	testicular torsion
815	trip_132679	greater trochanteric pain syndrome
816	trip_132797	sepsis pregnancy
817	trip_134115	copd treatment guidelines
818	trip_134348	atrial fibrillation screening
819	trip_136623	breast cancer guidelines
820	trip_137271	naltrexone fibromyalgia
821	trip_137884	depression in adolescents
822	trip_139619	olanzapine anorexia nervosa
823	trip_140610	knee rehabilitation
824	trip_141326	early childhood caries breastfeeding
825	trip_143018	communities of practice
826	trip_143362	acupuncture for chronic low back pain
827	trip_143410	rhabdomyolysis exercise
828	trip_144564	wisdom teeth extraction
829	trip_146268	asthma and food allergies
830	trip_149597	cervical cancer prevent prevention
831	trip_149747	prescribing antibiotics in childhood ear infections
832	trip_151445	pressure ulcer management
833	trip_152764	common cold treatment
834	trip_152796	Tai chi
835	trip_155664	mindfulness anxiety
836	trip_156291	floss caries
837	trip_159291	treatment resistant schizophrenia
838	trip_159445	chronic rhinosinusitis
839	trip_160494	misoprostol induction labour
840	trip_161245	acupuncture insomnia
841	trip_164233	buruli ulcer
842	trip_164596	ondansetron gastroenteritis
843	trip_164823	bronchitis antibiotics
844	trip_165571	cannabidiol epilepsy
845	trip_165777	molar pregnancy
846	trip_170605	shock hemorrhagic
847	trip_171530	medical error
848	trip_171742	vte prevention
849	trip_173404	suctioning guidelines
850	trip_174150	fetal growth restriction
851	trip_174861	stroke diagnosis
852	trip_176495	electronic cigarettes safety
853	trip_178578	mistletoe cancer
854	trip_179079	dementia reminiscence
855	trip_179878	preoperative smoking cessation
856	trip_180711	cognitive behavioral therapy schizophrenia
857	trip_181900	heart failure diagnosis
858	trip_182987	skin graft
859	trip_184180	urine culture
860	trip_186395	patient handoff
861	trip_187518	binge eating disorder
862	trip_189208	lung cancer smoking
863	trip_189751	breast cancer nursing
864	trip_195066	fall prevention hospital
865	trip_197543	procalcitonin pneumonia
866	trip_197677	Abortion Threatened
867	trip_197803	catheter associated urinary tract infection prevention
868	trip_203892	Genital herpes
869	trip_206487	complementary feeding
870	trip_206804	sudden sensorineural hearing loss
871	trip_207426	lyme disease diagnosis
872	trip_208907	fluoride toothpaste
873	trip_211620	asthma children treatment
874	trip_212066	anxiety in children
875	trip_219602	chewing gum ileus
876	trip_220635	postoperative cognitive dysfunction
877	trip_224029	endodontic treatment
878	trip_227600	cardiovascular disease pregnancy
879	trip_227862	sickle cell hydroxyurea
880	trip_228289	appendicitis antibiotics surgery complications
881	trip_229452	non steroidal anti inflammatory drugs
882	trip_229871	health literacy outcomes
883	trip_230081	deglutition disorder dysphagia
884	trip_233385	dementia physical activity
885	trip_234122	peripheral venous catheter phlebitis
886	trip_235820	Esophageal cancer
887	trip_235934	ketamine and depression
888	trip_240312	uterine artery embolization fertility
889	trip_241772	yoga back pain randomized controlled trial
890	trip_241952	osteoarthritis acupuncture
891	trip_244259	workplace violence nursing
892	trip_244494	larval debridement
893	trip_244597	Adult ADHD atomoxetine methylphenidate
894	trip_245682	silver diamine fluoride
895	trip_246536	venous ulcer compression
896	trip_248665	virtual reality rehabilitation
897	trip_249830	frailty elderly
898	trip_255264	pulmonary nodules
899	trip_256345	reminiscence dementia
900	trip_257619	antipsychotics and dementia
901	trip_257664	fatigue cancer
902	trip_260089	borderline personality disorder pharmacotherapy
903	trip_262000	peripheral neuropathy treatment
904	trip_266971	chronic kidney disease diet
905	trip_267041	water immersion labour
906	trip_267575	benzodiazepines and pregnancy
907	trip_269143	early mobilization intensive care unit
908	trip_269276	kinesiology tape
909	trip_270024	obstructive sleep apnoea obesity CPAP
910	trip_270670	physical restraint elderly
911	trip_271335	ADOLESCENT IDIOPATHIC SCOLIOSIS SURGERY
912	trip_271395	OSA obesity CPAP
913	trip_272931	primary ciliary dyskinesia
914	trip_280078	antibiotics acute otitis media children
915	trip_281561	Caffeine's effects on true and false memory
916	trip_284991	type 2 diabetes exercise
917	trip_285536	calcium antagonists acute ischemic stroke
918	trip_295465	hydrocolloid dressing pressure ulcer
919	trip_295572	fever paracetamol
920	trip_297543	adenotonsillar hypertrophy
921	trip_297658	oral health education
922	trip_301848	sepsis screening tool
923	trip_301894	anxiety treatment
924	trip_306991	jebsen taylor
925	trip_307022	moringa oleifera
926	trip_308023	pityriasis alba
927	trip_309365	Aloe vera
928	trip_312124	reducing length of stay
929	trip_319644	dementia demented alzheimer's alzheimers cognitive impairment
930	trip_327419	trombosis venosa profunda
931	trip_335252	osteoarthritis knee exercise
932	trip_336235	chagas children
933	trip_337069	fibromyalgia and exercise
934	trip_339569	diabetes type 1 evidence based
935	trip_340475	music and dementia
936	trip_340793	electrical stimulation
937	trip_351045	autoimmune encephalitis
938	trip_351113	binge eating disorder treatment
939	trip_351633	cows milk protein allergy
940	trip_357973	sepsis treatment children
941	trip_358369	pregnancy iodine supplementation
942	trip_359838	central venous catheter infection dressing
943	trip_363637	child zinc diarrhea
944	trip_364092	nurse staffing patient outcomes
945	trip_366469	acceptance commitment therapy
946	trip_371245	alarm fatigue nursing
947	trip_377782	diabetic foot ulcer honey
948	trip_377849	bipolarity nursing
949	trip_378734	stem cell osteoarthritis
950	trip_384517	obesity diet therapy
951	trip_386943	parkinson disease home nursing patient care
952	trip_392400	rotator cuff therapeutic exercises
953	trip_394642	prescription elderly
954	trip_395898	rosmarinus officinalis
955	trip_407216	copd antibiotics exacerbation
956	trip_407444	children mental psych CAMHS
957	trip_414530	low dose ct lung cancer screening
958	trip_415223	antidepressants prevalence
959	trip_424426	acupuncture anxiety
960	trip_426084	Children Ibuprofen Paracetamol
961	trip_426560	hourly rounding falls
962	trip_426736	schizophrenia relapse
963	trip_443117	burns burns management
964	trip_452903	unexplained infertility review
965	trip_454653	oxygen therapy copd
966	trip_456342	colic probiotics
967	trip_457095	employees wellness
968	trip_461896	c difficile prevention
969	trip_472551	corneal biomechanics
970	trip_484646	telehealth nursing
971	trip_486467	pneumonia corticosteroids
972	trip_497062	platelet-derived growth factor or pdgf poly L-lactic acid scaffold or PLLA
973	trip_497401	negative pressure wound therapy not pressure or ulcer
974	trip_501213	hereditary angioedema drug therapy treatment
975	trip_509969	central venous catheter heparin saline
976	trip_510010	children with pierre robin syndrome feeding
977	trip_511463	Eye-Tracking Gaze
978	trip_515466	limbal stem cell deficiency
979	trip_522625	heart failure telemonitoring
980	trip_523624	popliteal deep vein thrombosis
981	trip_524498	stroke thrombectomy
982	trip_531895	ez io ezio ez stabilizer ezstabilizer
983	trip_532618	botox botuliun neurotoxin dysport cerebral-palsy spasticity hypertonia
984	trip_541029	Hip Fractures time to surgery elderly
985	trip_542809	child cancer sibling parent
986	trip_547869	opioid use disorder
987	trip_549298	chewing gum postoperative
988	trip_565398	Cyclic Vulvovaginitis
989	trip_567180	Inferior Vena Cava Ultrasound for Volume Status
990	trip_577966	ROM ankle range of motion ankle dorsiflexion prospective Injury injury risk
991	trip_580014	breast cancer chimiotherapy
992	trip_585271	smokers hypnosis smoking cessation
993	trip_586161	sacubitril valsartan
994	trip_599758	articles legal medicine
995	trip_600944	law medicine
996	trip_605576	antibiotic prophylaxis dental total knee
997	trip_623827	shoulder impingement syndrome sport re-entry
998	trip_625402	iron supplementation cognitive development
999	trip_629815	hepatitis screening
1000	trip_630551	hepatitis A vaccine and travel
1001	trip_641462	diabetes mellitus type 2 diet
1002	trip_654108	smoking prevention
1003	trip_656919	manuka honey venous leg ulcers
1004	trip_680465	post myocardial infarction ARBs ACE inhibitor reduced mortality
1005	trip_685314	schizophrenia occupational therapy health behavior
1006	trip_689252	alzheimer disease music therapy
1007	trip_691636	Benzodiazepines/adverse effects Cognition Disorders
1008	trip_693474	alzheimer's disease aggression
1009	trip_700942	type 2 diabetes and family
1010	trip_701168	enalapril and hydrochlorothiazide
1011	trip_705823	water wound cleansing
1012	trip_710629	Potts Fracture of Ankle
1013	trip_734575	pregnant moderate exercise no exercise natural childbirth
1014	trip_740290	pregnant moderate exercise no exercise duration
1015	trip_748336	sugammadex doses
1016	trip_749246	occupational ear disease
1017	trip_780319	silver diamine
1018	trip_797152	high high cholesterol policosanol
1019	trip_800192	infection control and explant
1020	trip_802280	autism intervention or treatment or therapy
1021	trip_803205	acupuncture fibromyalgia
1022	trip_808085	Enhanced Recovery After Surgery
1023	trip_811071	fast preoperative aspiration
1024	trip_817538	weight loss strategies obese
1025	trip_845158	diabetes management behaviors
1026	trip_861202	colorectal cancer screening physician
1027	trip_873077	multiple sclerosis nintendo wii balance
1028	trip_883608	dialysis anemia evidence based
1029	trip_891354	termination resuscitation
1030	trip_923360	schizophrenia antipsychotics adolescents
1031	trip_944460	Local Anesthesia
1032	trip_950028	autism spectrum disorder and child and behavior therapy
1033	trip_950573	Renal Insufficiency Chronic Chronic Kidney Disease CKD Iron Treatment Anemia
1034	trip_956731	cardiac patient education patient perspective
1035	trip_957028	paediatric obesity management
1036	trip_974939	dementia alzheimers cost costs economic economics pharmacoeconomics
1037	trip_978579	statins osteoporosis
1038	trip_979294	Burned hydrocolloid dressing
1039	trip_991593	outbreak india
1040	trip_1011982	coffee and mortality
1041	trip_1016757	pregnant women gestational diabetes nutritional care
1042	trip_1016913	heart failure functional indicators
1043	trip_1017708	astragalus membranaceus
1044	trip_1025844	dancing dance therapy aged elderly
1045	trip_1040727	preventive health
1046	trip_1112907	transgender females estrogen stroke
1047	trip_1127027	learning disability handwriting
1048	trip_1129525	streptococcus mutans
1049	trip_1135212	IVIG intravenous immunoglobulin
1050	trip_1136766	Risk and benefit ratio of using NOACs over warfarin
1051	trip_1140786	pcos oral contraceptive metformin improving menstrual pattern
1052	trip_1145978	Adenoid hypertrophy enlargement adenoiditis vegetations pathology paediatric
1053	trip_1154423	nurse practitioner intervention
1054	trip_1178167	breastfeeding lactation obesity
1055	trip_1178549	severe community acquired pneumonia mortality
1056	trip_1178703	pancreatic neoplasms open distal pancreatectomy laparoscopic distal pancreatectomy
1057	trip_1194568	sleep disorder and benzodiazepines
1058	trip_1196299	increase oral contraceptives risk of breast cancer
1059	trip_1208906	Secondary Prevention Risk Factor Assessment Clinical Guidelines Cardiovascular Disease
1060	trip_1258833	child constipation polyethylene glycol enema
1061	trip_1281783	burn injury water therapy
1062	trip_1291375	parkinson's exercise falls
1063	trip_1301554	dementia alzheimer alzheimer's disease parkinson's disease vascular dementia
1064	trip_1313913	tetraplegia nerve transfer
1065	trip_1330795	Motivational interviewing fatigue management health management health maintenance
1066	trip_1331963	cancer patient oncology patient physical exercise physical activity
1067	trip_1349148	Pacifier breastfeeding sudden death
1068	trip_1351761	acute coronary syndrome pantoprazole prevention of gastrointestinal bleeding
1069	trip_1352824	biomarkers family caregivers
1070	trip_1370853	adult drug therapy no treatment heartburn
1071	trip_1371317	CARE TRANSITIONS CARE NEEDS
1072	trip_1373757	quantitative research study in USA from 2014
1073	trip_1373769	pneumonia and associated ventilation
1074	trip_1382163	PNEUMONIA VENTILATION ASSOCIATED
1075	trip_1388981	PEDIATRIC OSTOMY
1076	trip_1389721	ostomy and care nurse and children
1077	trip_1401528	immunotherapy and radiotherapy cancer
1078	trip_1405719	obese weight loss diet weight loss
1079	trip_1413028	joined up mental health mental disorder mental disease mental illness
1080	trip_1423053	Diabetes t2dm type 2 diabetes miRNA microRNA plasma serum circulating
1081	trip_1424480	Parkinson's Disease and frailty
1082	trip_1444328	dementia and mild cognitive impairment
1083	trip_1449047	kangaroo care kangaroo mother care skin-to-skin nicu
1084	trip_1462968	primary teeth and root canal instrumentation or reciprocating system and rotatory system
1085	trip_1474895	chronic pain diet food and nutrition
1086	trip_1480740	Eusol and wound
1087	trip_1494134	Uti children antibiotics
1088	trip_1511814	Care Homes
1089	trip_1534423	covid 19
1090	trip_1539887	coronavirus or covid-19
1091	trip_1550380	antimicrobial stewardship child pharmacist
1092	trip_1551950	Qatar education
1093	trip_1562537	loneliness and elderly and interventions
1094	trip_1564696	community activity community program community intervention social prescription
1095	trip_1575844	drug addicts drug free program methadone relapses
1096	trip_1605116	covid-19 or novel coronavirus preparedness wave
1097	trip_1610957	Stroke rehabilitation activities of daily living hemiparesis functional
1098	trip_354	area: Emergency Medicine
1099	trip_2555	neumonia adquirida en la comunidad
1100	trip_2973	area: Infectious Disease
1101	trip_3125	area: Physical Medicine
1102	trip_11012	hipertension arterial
1103	trip_23171	osteoarthritis glucosamine
1104	trip_54639	lactancia materna
1105	trip_67402	dysphagia stroke
1106	trip_85803	ganoderma ++
1107	trip_93728	hiv adult enhanc or boost
1108	trip_142003	coffee mortality
1109	trip_146304	asthma food allergies
1110	trip_148293	adherence or compliance and diabetes typ 1
1111	trip_166871	BIPOLAR DISDER
1112	trip_317341	neoadjuvant chemotherapy breast conservative surg
1113	trip_443528	Epidemiology of gÃ¡stric cancer
1114	trip_515021	personality disorder separation anxiety disinhibited attachment disorder reactive a
1115	trip_669117	sclerosis exercise or physical therapy or physiotherapy or training or rehabilitati
1116	trip_671279	adductor canal block total knee arthroplasty adductor canal bl
1117	trip_675583	istent or glaukos or trabecular microbypass or trabecular micro-bypass or trabecular stent and gla
1118	trip_799082	transitional care nurs
1119	trip_804809	skin skin contact after birth
1120	trip_902219	: Bursitis Shoulder Pain Shoulder Dislocation Hemiplegia Physical Therapy
1121	trip_997412	Intrauterine adhesion or uterine adhesion or asherman or intrauterine synechiae or uterin
1122	trip_1028925	area:psychiatry area: Psychiatry
1123	trip_1058933	Aspirin Primary prevention
1124	trip_1141952	psychosis psychoses schizo Psychological therapy intervention wei
1125	trip_1256540	frail elderly long-term care residential facilities home care services caregi
1126	trip_1258470	Antidepress depress polymorphism genetic genomic pharmacogenomic pharmacoge
1127	trip_1278117	W system computerized local anesthesia dental anesthesia traditional anesthetic techni
1128	trip_1332636	frailty or frail and older adults or elderly or older people and physical activity or resistanc
1129	trip_1468127	bronchiectasis bronchiectatic bronchiec[Title/Abstract] views[Title/Abstr
1130	trip_1475584	smoking cessation smoking prevention Smoking reduction smoking abstinence qu
1131	trip_1530429	Glycemic Index[MeSH Terms] Glycemic Index[Title/Abstract] Glycemic Indices[Title/Abst
1132	trip_1559843	implantable insulin pump/ or insulin allergy/ or short acting insulin/ or monocomponent insulin/ or
1133	trip_1585386	rheumatoid arthritis juvenile arthritis juvenile idiopathic arthritis air pollut
1134	trip_1594284	hyaluronan hyaluronic hyaluronate ophthal
1135	trip_1596149	Diagnosis Mental or psychiatric or stability or conversion or differential area: P
